START_POS,0 0 0,,,,,,,,,,,,,,,,,,,,,,
NUM_GRID,23 15,,,,,,,,,,,,,,,,,,,,,,
STARTSETSTAGE,,,,,,,,,,,,,,,,,,,,,,,
1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,
0,0,0,1,0,0,1,11,11,11,11,5,11,11,11,11,1,0,0,1,0,0,0,
1,1,0,2,0,1,1,1,0,1,1,2,1,1,0,1,1,1,0,2,0,1,1,
0,0,0,1,0,11,1,11,11,11,11,11,11,11,11,5,1,11,0,1,0,0,0,
1,0,1,1,1,11,0,11,1,1,1,9,1,1,1,11,0,11,1,1,1,0,1,
1,0,1,0,0,11,1,11,1,0,0,0,0,0,1,11,1,11,0,0,1,0,1,
0,0,7,0,1,11,1,11,1,0,3,3,3,0,1,11,1,11,1,0,8,0,0,
1,1,0,1,1,5,2,11,0,0,3,4,3,0,0,11,2,5,1,1,0,1,1,
0,0,8,0,1,11,1,11,1,0,3,3,3,0,1,11,1,11,1,0,7,0,0,
1,0,1,0,0,11,1,11,1,6,0,0,0,6,1,11,1,11,0,0,1,0,1,
1,0,1,1,1,11,0,11,1,1,1,0,1,1,1,11,0,11,1,1,1,0,1,
0,0,0,1,0,11,1,11,11,11,11,11,11,11,11,11,1,11,0,1,0,0,0,
1,1,0,2,0,1,1,1,0,1,1,2,1,1,0,1,1,1,0,2,0,1,1,
0,0,0,1,0,0,1,11,11,11,11,5,11,11,11,11,1,0,0,1,0,0,0,
1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,
ENDSETSTAGE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
