START_POS,0 0 0,,,,,,,,,,,,,,,,,,,,,,
NUM_GRID,23 15,,,,,,,,,,,,,,,,,,,,,,
STARTSETSTAGE,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,
1,1,10,0,0,0,0,1,1,5,0,8,0,5,1,1,0,0,0,0,10,0,0,
0,0,0,1,0,1,0,0,0,11,1,0,1,11,0,0,0,1,0,1,0,1,0,
1,1,0,0,2,0,0,1,1,11,0,2,0,11,1,1,0,0,2,0,0,1,1,
1,1,0,1,0,1,0,1,1,11,1,0,1,11,1,1,0,1,0,1,0,1,1,
0,0,0,0,0,0,0,1,1,11,0,0,0,11,1,1,0,0,0,0,0,0,0,
1,0,1,0,1,0,1,1,1,11,3,3,3,11,1,1,1,0,1,0,1,0,1,
1,2,0,0,0,0,2,0,0,11,3,4,3,11,0,0,2,0,0,0,0,2,1,
1,0,1,0,1,0,1,1,1,11,3,3,3,11,1,1,1,0,1,0,1,0,1,
0,0,0,0,0,0,10,1,1,11,6,0,6,11,1,1,10,0,0,0,0,0,0,
1,1,0,1,0,1,0,1,1,11,1,0,1,11,1,1,0,1,0,1,0,1,1,
1,1,7,0,2,0,0,1,1,11,0,2,0,11,1,1,0,0,2,0,7,1,1,
0,1,0,1,0,1,0,0,0,11,1,0,1,11,0,0,0,1,0,1,0,0,0,
0,0,0,0,0,0,0,1,1,11,0,0,0,11,1,1,0,0,0,0,0,1,1,
1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,
ENDSETSTAGE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
